street,crime_count,street_name,latitude,longitude
N HARDING AVE,11994,,41.880079570163545,-87.63750134005882
N HARDING ST,1,,41.869977145696474,-87.62160746361127
N HARLEM AV,778,,41.88148400525876,-87.62321426401367
N HARLEM AV JFK ER IB,2,,41.88567957800565,-87.62836455295904
N HARLEM AVE,8401,,41.8784489270351,-87.63119145179358
N HART ST,5,,41.874438931755826,-87.63110808078282
N HARTLAND CT,158,,41.88357759311461,-87.6277615313797
N HASKINS AV,22,,41.8859504657991,-87.63093239971242
N HASKINS AVE,840,,41.88024179157438,-87.62717384893816
N HAUSSEN CT,575,,41.87993394324613,-87.6257473245383
N HAZEL ST,1589,,41.8728486693675,-87.62955272444908
N HERMITAGE AV,608,,41.87018449605617,-87.63210977344711
N HERMITAGE AVE,6115,,41.87785334137243,-87.62675551480909
N HIAWATHA AV,28,,41.887110621051725,-87.62778697866904
N HIAWATHA AVE,455,,41.88297187832354,-87.6296746788101
N HICKORY AV,5,,41.88078208062753,-87.63838135567732
N HICKORY AVE,105,,41.87318783161684,-87.6325629381359
N HOBSON AV,1,,41.877549867100136,-87.63888702508996
N HOBSON AVE,1,,41.87090048195107,-87.63426371384418
N HOLDEN CT,2,,41.887530653818025,-87.63317305985794
N HOLLY AV,8,,41.87774082116225,-87.63587804574523
N HOLLY AVE,42,,41.88031560142152,-87.63418633568968
N HOMAN AV,417,,41.87223985156877,-87.62946854743109
N HOMAN AVE,6439,,41.86821011598321,-87.63964671934701
N HOMAN BL,12,,41.87248137618204,-87.63906557274998
N HOMAN BLVD,1017,,41.87026051508262,-87.63302278701323
N HONORE ST,2727,,41.8841517135916,-87.62835902713262
N HOOKER ST,109,,41.878353354519135,-87.63393022353584
N HOWE ST,680,,41.88673507438866,-87.63185969917527
N HOYNE AV,1024,,41.86984185533592,-87.62745866967765
N HOYNE AVE,9811,,41.87037676786954,-87.63289553714397
N HUDSON AV,729,,41.87824823877436,-87.6223155495063
N HUDSON AVE,6167,,41.877970931606804,-87.62575482467938
N HUDSON ST,1,,41.887956336779986,-87.63717021760205
N HUMBOLDT  BLVD,1,,41.8735946305104,-87.63190847848804
N HUMBOLDT BL,134,,41.87653656357078,-87.6315795784947
N HUMBOLDT BLVD,2617,,41.886252220051134,-87.62551934711067
N HUMBOLDT BV,166,,41.880258104281815,-87.63361254564275
N HUMBOLDT DR,669,,41.88457580768443,-87.6206987897703
N HUMBOLDT SD,28,,41.884523965651006,-87.63976869789617
N Halsted ST,1,HALSTED,41.88090502740367,-87.65642229237116
N Halsted St,65,HALSTED,41.873329144406675,-87.65625450599305
N Halsted st,3,HALSTED,41.88025290905899,-87.64371320173015
N Hamilton AVE,1,,41.87038975276132,-87.6321232223391
N Hamilton Ave,9,,41.877224730179115,-87.63241893956479
N Hamlin Ave,12,,41.870520500009704,-87.63142104419626
N Hamlin Blvd,1,,41.88312356095617,-87.63837984670934
N Hamlin ave,1,,41.86970360028164,-87.63270457416328
N Hampden CT,1,,41.88693451423238,-87.62642854706554
N Hampden Ct,11,,41.881673399133454,-87.63256160018325
N Harbor DR,1,,41.87997321582417,-87.63959737631944
N Harbor Dr,1,,41.88082192092819,-87.62153426104848
N Harding AVE,1,,41.8803514693669,-87.62232602813067
N Harding Ave,6,,41.88257946110932,-87.63738883167193
N Harding ave,3,,41.88614906614572,-87.6384711231129
N Harlem Ave,8,,41.87877934945096,-87.63695725752413
N Harlem ave,1,,41.86833413221462,-87.63135931479745
N Hazel St,3,,41.874000814153085,-87.63007999012405
N Hermitage Ave,29,,41.879643997734696,-87.63892521855382
N Hermitage ave,1,,41.87056006590248,-87.62862715207099
N Homan Ave,1,,41.874963347063456,-87.62521653024902
N Honore St,5,,41.88114583297184,-87.62288791274021
N Howe St,1,,41.88194985653339,-87.6312013784522
N Hoyne Ave,36,,41.88155933244789,-87.63429237651489
N Hoyne ave,1,,41.874226269975566,-87.62402029680159
N Hudson Ave,9,,41.877028390328036,-87.62383239318963
N Humboldt Blvd,10,,41.88454844747337,-87.62264875324678
N IB KENNEDY EXPY,1,,41.886432704716825,-87.63118029558974
N INDIAN RD,107,,41.874477336366425,-87.62815602506812
N IONIA AV,17,,41.875523448468755,-87.627778516664
N IONIA AVE,111,,41.88221171725288,-87.62603189963016
N IRENE AV,2,,41.87559105774041,-87.63646279596603
N IRENE AVE,41,,41.87671058676925,-87.63694811711837
N IRVING PARK RD JFK,1,,41.88590194070368,-87.63288245078525
N IRVING PARK RD LSD,3,,41.87118919494447,-87.6392910448019
N IRVING PARK RD LSD XR,1,,41.881016447725735,-87.62706195365091
N Irene Ave,1,,41.87491208333163,-87.63836576222305
N JANSSEN AV,115,,41.87629257789791,-87.63357565009873
N JANSSEN AVE,1392,,41.881642412794704,-87.62768441501095
N JEAN AV,4,,41.87539187456395,-87.6354421489149
N JEAN AVE,52,,41.887860719323115,-87.63071996757608
N JEFFERSON ST,1352,,41.88186548471561,-87.63698894064844
N JERSEY AV,46,,41.87781179399319,-87.63924926560261
N JERSEY AVE,788,,41.87820910235821,-87.62051965185765
N JONES ST,8,,41.87578413425972,-87.6390200797485
N JUSTINE ST,338,,41.868719115818394,-87.63204026480106
N Janssen AVE,1,,41.87130049872927,-87.63933295807344
N Janssen Ave,9,,41.88322427227901,-87.63062953982237
N Jefferson St,4,,41.87388489543946,-87.62179833633968
N Jefferson st,1,,41.87042277920401,-87.6206816234209
N Jersey Ave,2,,41.87437933434755,-87.62203192655383
N KARLOV AV,672,,41.880158857529594,-87.62326585280518
N KARLOV AVE,8749,,41.88778026326421,-87.63403189124362
N KASSON AV,47,,41.88732270970816,-87.63201036210195
N KASSON AVE,525,,41.87581023809474,-87.6329922579149
N KEARSARGE AV,1,,41.878928152146955,-87.63671709913643
N KEARSARGE AVE,25,,41.87917422970716,-87.6289659037518
N KEATING AV,292,,41.8833380362521,-87.62312700076126
N KEATING AVE,3247,,41.876908827006254,-87.63375333501297
N KEDVALE AV,499,,41.87328669794635,-87.6359075232659
N KEDVALE AVE,6454,,41.869252951643986,-87.63295104042331
N KEDZIE  AVE,1,,41.87350495384262,-87.62047165228267
N KEDZIE AV,1898,,41.879254176525,-87.63285445921939
N KEDZIE AVE,21598,,41.87970935201988,-87.63701606597309
N KEDZIE BL,120,,41.87698087498405,-87.62727531357159
N KEDZIE BLVD,2050,,41.87787795663585,-87.63176442398692
N KEDZIE SD,27,,41.887976967777995,-87.62219370475702
N KEELER AV,866,,41.88056811916319,-87.62841245277636
N KEELER AVE,10257,,41.880513209596494,-87.63577375784355
N KEENE AVE,5,,41.87600275486529,-87.63901080934218
N KELSO AV,9,,41.87761092074974,-87.62893950832085
N KELSO AVE,153,,41.87265499472207,-87.62051942305669
N KENMORE AV,1366,,41.886289092218746,-87.62535713529088
N KENMORE AVE,15410,,41.87876773257531,-87.62240061680706
N KENNEDY EXPRESS RL,6,,41.870713046876475,-87.6239898041145
N KENNEDY EXPY IB,39,,41.87059641627934,-87.62391578674901
N KENNEDY EXPY OB,34,,41.87361535136503,-87.62225818837963
N KENNEDY XP,5,,41.886980841876515,-87.6368240806119
N KENNETH AV,399,,41.87735351210131,-87.62018025243675
N KENNETH AVE,4163,,41.87776814871947,-87.62252904954971
N KENNICOTT AV,6,,41.87987463044263,-87.63229340184161
N KENNICOTT AVE,87,,41.87381567111052,-87.63573553817828
N KENNISON AV,5,,41.883335963827555,-87.63206918986354
N KENNISON AVE,48,,41.87832550924402,-87.62995349039998
N KENOSHA AV,8,,41.879645580584665,-87.62248845708751
N KENOSHA AVE,84,,41.88771478687167,-87.63164831582853
N KENTON  AVE,2,,41.88465037844213,-87.6245094441069
N KENTON AV,89,,41.879570579029114,-87.62067905712776
N KENTON AVE,1383,,41.87210949031057,-87.63761471579382
N KENTUCKY AV,16,,41.88517923933911,-87.63101700366732
N KENTUCKY AVE,192,,41.88503937708415,-87.62193819589609
N KEOKUK AV,12,,41.869349151872385,-87.62213070474029
N KEOKUK AVE,207,,41.87706638110739,-87.62959135021991
N KEOTA AV,2,,41.88063185022187,-87.6212723478654
N KEOTA AVE,55,,41.8684823218886,-87.63026313063365
N KERBS AV,4,,41.88185444084861,-87.62534586084604
N KERBS AVE,91,,41.88195064863075,-87.63711129741183
N KERCHEVAL AVE,13,,41.87408791176744,-87.63262568949166
N KEWANEE AV,7,,41.88418874415359,-87.63422480255171
N KEWANEE AVE,84,,41.87231409927735,-87.62065103961925
N KEYSTONE AV,668,,41.868277265702275,-87.61984358288636
N KEYSTONE AVE,8270,,41.88163642597715,-87.62323061401102
N KILBOURN  AVE,1,,41.873992387926926,-87.63951369444666
N KILBOURN AV,444,,41.882857390371235,-87.62311710805999
N KILBOURN AVE,6454,,41.882909522639075,-87.63694299425399
N KILDARE AV,646,,41.88316855844514,-87.62442154435784
N KILDARE AVE,7896,,41.8812708103134,-87.62447768134409
N KILPATRICK AV,407,,41.88501842879356,-87.62752791771526
N KILPATRICK AVE,4523,,41.869872094279394,-87.63004744380666
N KIMBALL AV,1147,,41.86965298669344,-87.63164913937935
N KIMBALL AV JFK ER,1,,41.87624212978252,-87.63847980311719
N KIMBALL AVE,13986,,41.87507641067939,-87.63758003802418
N KIMBERLY AV,12,,41.884264704200184,-87.62084623948071
N KIMBERLY AVE,111,,41.86954632950516,-87.62069769585418
N KINGSBURY ST,5105,,41.87855153198674,-87.63380868644093
N KINGSDALE AV,7,,41.86963724150553,-87.6297875146386
N KINGSDALE AVE,66,,41.88399031088982,-87.62565827045466
N KINZUA AV,1,,41.869104520229286,-87.63834196329265
N KINZUA AVE,19,,41.87615746565265,-87.63389419011905
N KIONA AV,1,,41.872747686461125,-87.63417991002183
N KIONA AVE,50,,41.88416965486594,-87.62121543892736
N KIRBY AV,2,,41.87620205389055,-87.62167777995735
N KIRBY AVE,47,,41.87452991402496,-87.63027126027313
N KIRKWOOD AV,7,,41.872620579956326,-87.62699047915649
N KIRKWOOD AVE,90,,41.8876796223035,-87.62773013807913
N KNOX AV,88,,41.875256281682276,-87.6268436510802
N KNOX AVE,1239,,41.87055841356931,-87.6220268183947
N KOLIN AV,101,,41.8781616790156,-87.63081300515921
N KOLIN AVE,1374,,41.87981729576907,-87.62730432274421
N KOLMAR AV,162,,41.869535516124536,-87.62614765557554
N KOLMAR AVE,2360,,41.87293863360632,-87.62552094734987
N KOSTNER AV,951,,41.88455069588769,-87.62372082984895
N KOSTNER AVE,9000,,41.87915001934816,-87.62939660215379
N KRUGER AV,4,,41.87095751922679,-87.62429307699195
N KRUGER AVE,129,,41.87352818760894,-87.62986609154365
N Karlov Ave,3,,41.873785481858555,-87.63712343274001
N Karlov ave,1,,41.88069115393784,-87.63871335930355
N Kasson Ave,2,,41.88307290468253,-87.63344826409478
N Kedvale Ave,3,,41.868102693860095,-87.62957741721526
N Kedvale ave,1,,41.86903703817055,-87.63427660884358
N Kedzie AVE,1,,41.88223952974912,-87.63854620756757
N Kedzie Ave,22,,41.88488676984712,-87.63972360154683
N Kedzie Blvd,4,,41.87303647738404,-87.62498191887695
N Keeler Ave,6,,41.87442540299459,-87.63776215223868
N Keeler ave,1,,41.87530467837601,-87.63439213427232
N Kelso Ave,1,,41.884954238043214,-87.6335330416483
N Kenmore AVE,1,,41.88387864943552,-87.62196255710379
N Kenmore Ave,65,,41.87677634839154,-87.62160113712291
N Kenmore ave,5,,41.87564636107927,-87.6205184316702
N Kenneth Ave,4,,41.869885790490514,-87.62605961466994
N Keota Ave,1,,41.87797628080914,-87.63204702389089
N Keystone Ave,4,,41.880754237574976,-87.62572285816732
N Keystone ave,1,,41.86818726539301,-87.63646093822506
N Kilbourn Ave,2,,41.88236092101269,-87.62647229172843
N Kilbourn ave,1,,41.88742095010258,-87.62457924419499
N Kildare ave,1,,41.88711545415463,-87.62574918996931
N Kimball Ave,18,,41.87406104417279,-87.63769270155498
N Kingsbury St,13,,41.8837364772669,-87.62691701557048
N Kingsdale Ave,1,,41.86906372024787,-87.63259899068198
N Kirkwood Ave,4,,41.88723599630969,-87.6297919770858
N Knox Ave,2,,41.876754582720395,-87.63064600789681
N Kolin Ave,1,,41.87227765448011,-87.63242585658271
N Kostner Ave,2,,41.87549626511975,-87.63875289959626
N Kostner ave,1,,41.88345135257036,-87.63146991136192
N LA CROSSE AV,89,,41.88454359773633,-87.62279303997761
N LA CROSSE AVE,2495,,41.87233988109398,-87.6266529303566
N LA CROSSE ave,1,,41.87754563608326,-87.62219686524158
N LA SALLE DR,8894,,41.87241481358353,-87.6262437359938
N LA SALLE ST,4611,,41.88025504244506,-87.63389397044857
N LA SALLE ST LSD ER,1,,41.870832018073024,-87.62676720479045
N LA SALLE ST LSD XR,2,,41.88287194916265,-87.63348745312473
N LA SALLE dr,1,,41.88099665208045,-87.63189738184778
N LACEY AVE,15,,41.882364137665654,-87.63581569450213
N LACROSSE AV,186,,41.88590430005273,-87.6340518080707
N LAFLIN ST,393,,41.875455719755124,-87.6386381609584
N LAKE SHORE DR,11626,,41.87033024424643,-87.62948276194575
N LAKE SHORE DR NB,1583,,41.87345185353456,-87.62309039548516
N LAKE SHORE DR RAMP,5,,41.8683938677731,-87.63221811902656
N LAKE SHORE DR SB,388,,41.87484691093538,-87.63941344738166
N LAKE ST XR,1,,41.870587367980015,-87.63152714650163
N LAKEFRONT DR,18,,41.87795729168895,-87.6317142050549
N LAKEVIEW AV,78,,41.87871875356824,-87.62789736650188
N LAKEVIEW AVE,965,,41.86829847642256,-87.63051809681093
N LAKEWOOD AV,260,,41.88736998481775,-87.62941935439741
N LAKEWOOD AVE,3443,,41.881650845349185,-87.63356272284166
N LAMON AV,703,,41.88357982756306,-87.62434157036247
N LAMON AVE,7320,,41.87852592095309,-87.62027972353442
N LANDERS AV,3,,41.870611004295256,-87.63946104670221
N LANDERS AVE,50,,41.883503164235144,-87.6236568892527
N LANSING AV,5,,41.87050414458241,-87.63448834334083
N LANSING AVE,39,,41.868451047267335,-87.63393382778439
N LAPORTE AV,221,,41.88356283747838,-87.62944078944575
N LAPORTE AVE,2895,,41.87506191186337,-87.63236521410188
N LARAMIE AV,1416,,41.86812707251431,-87.6338039894487
N LARAMIE AVE,18434,,41.88102917483276,-87.62031611112367
N LARNED AV,4,,41.88504121653968,-87.63932810070709
N LARNED AVE,67,,41.8860712120935,-87.62413603173403
N LARRABEE ST,8088,,41.883707522471425,-87.63064008481993
N LAS CASAS AV,1,,41.876060105859096,-87.63374168542335
N LAS CASAS AVE,13,,41.86941389717909,-87.63523529273013
N LASALLE ST,2,,41.873032072699566,-87.63011845860579
N LATHAM AV,2,,41.88304888813194,-87.63032380343205
N LATHAM AVE,5,,41.86925688898895,-87.62064420398023
N LATROBE  AVE,1,,41.88695448638189,-87.62409620913704
N LATROBE AV,830,,41.88792655803129,-87.628910353344
N LATROBE AVE,8296,,41.887355367005064,-87.63828789918767
N LAVERGNE AV,913,,41.87541361496523,-87.63529237463987
N LAVERGNE AVE,10420,,41.872016661682686,-87.63698394102215
N LAWLER AV,510,,41.88054827283133,-87.62417356288506
N LAWLER AVE,6126,,41.87966596798841,-87.63686074580824
N LAWNDALE AV,1674,,41.884322475398676,-87.62708090585673
N LAWNDALE AVE,14592,,41.87586331412254,-87.62631739408928
N LAWNDALE AVE`,1,,41.87329809958486,-87.63289615583012
N LAWRENCE AV JFK,1,,41.88644971686264,-87.63398990988658
N LAWRENCE AV JFK ER,2,,41.87749976536316,-87.62199717725208
N LAWRENCE AV LSD,2,,41.88225442700536,-87.6385559354767
N LAWRENCE WILSON DR,51,,41.87104606088558,-87.63964316818456
N LE MAI AV,1,,41.88071843580459,-87.6308465314918
N LE MAI AVE,55,,41.87078549701805,-87.62064131757887
N LEADER AV,7,,41.87869319447891,-87.63496213411774
N LEADER AVE,138,,41.8781120714231,-87.6262075933453
N LEAMINGTON  AVE,1,,41.86962478435947,-87.63430592369905
N LEAMINGTON AV,738,,41.88423930981768,-87.63060670259195
N LEAMINGTON AVE,8487,,41.87903154284065,-87.63114367995581
N LEAVENWORTH AV,1,,41.86897799885286,-87.6364850044036
N LEAVENWORTH AVE,8,,41.87701083277484,-87.63561629069184
N LEAVITT ST,9296,,41.8690995805732,-87.62292700671897
N LEAVITT STREET,1,,41.887723850583285,-87.62393714252006
N LECLAIRE AV,1028,,41.8851756984341,-87.63496045739366
N LECLAIRE AVE,12880,,41.88731253951027,-87.63586148591094
N LEGETT AV,18,,41.88712859620724,-87.61990361412069
N LEGETT AVE,139,,41.882334456114926,-87.62017712536417
N LEHIGH AV,7,,41.879490795591344,-87.63460916433648
N LEHIGH AVE,112,,41.87683991771332,-87.62792878129243
N LEHMANN CT,89,,41.86956163124054,-87.62735313470766
N LEMAI AV,5,,41.88772355673525,-87.63599784700433
N LEMONT AV,9,,41.88395190232577,-87.62164202412441
N LEMONT AVE,59,,41.88697403185641,-87.62059728791189
N LENOX AV,9,,41.87852919277443,-87.62025384184017
N LENOX AVE,107,,41.883246204142694,-87.63656657127527
N LEONA AV,8,,41.877638002129366,-87.62543337649257
N LEONA AVE,99,,41.87304680631639,-87.62698769632902
N LEONARD AV,10,,41.881432009580934,-87.63654600512383
N LEONARD AVE,108,,41.879401706249055,-87.62436746178044
N LEOTI AV,7,,41.878077913290724,-87.63955793766448
N LEOTI AVE,82,,41.86828076938159,-87.6326594131206
N LEROY AV,2,,41.88662388136864,-87.63522646440794
N LEROY AVE,75,,41.880787273777436,-87.63535848258614
N LESSING ST,31,,41.874533399793194,-87.62283915820797
N LESTER AV,11,,41.8826772288454,-87.63789201445374
N LESTER AVE,173,,41.87667404041973,-87.6392166047271
N LIANO AV,4,,41.87771780293206,-87.62655131976598
N LIANO AVE,78,,41.870470052471966,-87.63402230122182
N LIEB AV,23,,41.876056732510044,-87.62140937950689
N LIEB AVE,184,,41.88796510030846,-87.63890177402008
N LIGHTFOOT AV,2,,41.883320158469914,-87.63236551867196
N LIGHTFOOT AVE,24,,41.87594916372459,-87.62471470053306
N LINCOLN AV,2045,LINCOLN,41.94333552864291,-87.65950642810995
N LINCOLN AVE,22758,LINCOLN,41.93650945172077,-87.671382576814
N LINCOLN PARK WEST,1735,LINCOLN,41.94071798171718,-87.67350497233475
N LINCOLN PK WEST,9,LINCOLN,41.93624848057667,-87.6713534307695
N LINCOLN PLZ,1,LINCOLN,41.93809962147416,-87.67371702174214
N LIND AV,12,,41.8719318589147,-87.6214352182665
N LIND AVE,110,,41.870136073659,-87.6296808418453
N LINDEN PL,323,,41.872517055659266,-87.63902140073348
N LINDER AV,406,,41.86882037636583,-87.63629556455788
N LINDER AVE,5226,,41.88543540709012,-87.63415042512047
N LIPPS AV,12,,41.88710918341151,-87.62816755414022
N LIPPS AVE,76,,41.87683228379538,-87.62819822330661
N LISTER AV,20,,41.87843396770453,-87.62462447492486
N LISTER AVE,354,,41.87374992131946,-87.632738992168
N LIVERMORE AVE,3,,41.885981886050665,-87.62087086973699
N LOCKWOOD AV,941,,41.88595116454973,-87.63141104012085
N LOCKWOOD AVE,12623,,41.88370731006014,-87.63027328533398
N LOGAN BL XR,1,,41.878050797042924,-87.63570639781885
N LOLETA AV,3,,41.87992260606517,-87.63607728204494
N LOLETA AVE,61,,41.87473129398135,-87.6226993959676
N LONDON AV,7,,41.87224151618422,-87.63837683429654
N LONDON AVE,45,,41.86948015185226,-87.62098430958994
N LONG AV,971,,41.87823840875924,-87.63161175856366
N LONG AVE,11581,,41.88431757162016,-87.6230834814418
N LOOMIS ST,329,,41.87474382066232,-87.62592763885053
N LOREL AV,674,,41.88352245631704,-87.62670698626269
N LOREL AVE,8342,,41.87113190149601,-87.62228233832967
N LOREL ave,1,,41.878881891054725,-87.6341505514726
N LORING AVE,7,,41.87660456370876,-87.63904857819203
N LORON AV,5,,41.87065733602445,-87.62448906498969
N LORON AVE,28,,41.86810023269511,-87.63146868343036
N LOTUS  AVE,1,,41.878550203621714,-87.63870731159999
N LOTUS AV,689,,41.88756156325945,-87.63527749337501
N LOTUS AVE,7311,,41.87418397439273,-87.6337211497549
N LOUISE AV,5,,41.87270833324235,-87.63977052355828
N LOUISE AVE,44,,41.88268689588176,-87.62046309000402
N LOVEJOY AV,10,,41.872585869665706,-87.62653905616394
N LOVEJOY AVE,252,,41.88293792653918,-87.62283149241819
N LOWELL AV,326,,41.876552583940274,-87.63374138188719
N LOWELL AVE,3816,,41.874605902680464,-87.62554757333804
N LOWER COLUMBUS DR,47,,41.88443558933012,-87.63616772064488
N LOWER LA SALLE ST,19,,41.87551882016316,-87.62176119606502
N LOWER LAKE SHORE DR,10,,41.8842338703939,-87.62010283194475
N LOWER LAKE SHORE ER E,2,,41.88318496519364,-87.63193609597944
N LOWER MICHIGAN AV,2,MICHIGAN,41.89845475667989,-87.62087671491506
N LOWER MICHIGAN AVE,297,MICHIGAN,41.88821111632634,-87.62320706081793
N LOWER STETSON AV,1,,41.88228641656946,-87.63645357391998
N LOWER STETSON AVE,25,,41.88371263434851,-87.62812454438972
N LOWER WABASH AVE,75,,41.88714443571396,-87.63895155403587
N LOWER WACKER DR,69,,41.87340652275111,-87.627768922414
N LUCERNE AV,1,,41.874031198244126,-87.62551151671857
N LUCERNE AVE,3,,41.88328010565044,-87.63774968071867
N LUDLAM AV,18,,41.878377089284136,-87.62962218888818
N LUDLAM AVE,306,,41.875485615404315,-87.62114150274861
N LUIS MUNOZ MARIN DR,14,,41.88465012639747,-87.6258558123618
N LUIS MUNOZ MARIN DR E,114,,41.882386532714705,-87.63056567712374
N LUIS MUNOZ MARIN DR W,118,,41.88651989042194,-87.62590809145493
N LUNA AV,366,,41.88267962123312,-87.62256618192426
N LUNA AVE,4130,,41.873581431786846,-87.62365858192267
N LUNDY AVE,4,,41.87200481205913,-87.6328931609551
N LYNCH AV,13,,41.8748122090854,-87.62022949063223
N LYNCH AVE,237,,41.88523074447496,-87.6257766027682
N La Crosse Ave,1,,41.88264113523231,-87.62855854411195
N La Salle Dr,8,,41.88704181334217,-87.62987482494236
N La Salle St,2,,41.8757103541974,-87.63653929326136
N La salle Dr,2,,41.88382411304522,-87.62511112135849
N La salle dr,1,,41.87578710077049,-87.63929613172081
N Lake Shore DR,2,,41.88487994655436,-87.63957164033093
N Lake Shore Dr,30,,41.88217399559259,-87.62039485780548
N Lake shore Dr,4,,41.876853226562964,-87.63510053190008
N Lakeview Ave,4,,41.88219742020087,-87.62345743715969
N Lakewood Ave,30,,41.87902860632156,-87.62045929449488
N Lamon Ave,4,,41.86913337443316,-87.62970408803392
N Lamon ave,1,,41.88246907894646,-87.62254719057702
N Laporte Ave,2,,41.87168511223816,-87.62379993036473
N Laporte ave,1,,41.87915414151438,-87.6318689263602
N Laramie Ave,3,,41.870734300571584,-87.62249408482182
N Larrabee ST,2,,41.8712454641636,-87.63360424281582
N Larrabee St,7,,41.87390091063925,-87.62237171931619
N Larrabee st,1,,41.88155405988418,-87.62386637205617
N Latrobe Ave,1,,41.873109357975856,-87.62730251800787
N Lawler Ave,2,,41.87953491966288,-87.62314339246424
N Lawndale Ave,16,,41.88622174120963,-87.63955686457045
N Leamington Ave,4,,41.88158039838118,-87.63876328401761
N Leamington ave,1,,41.87907717330155,-87.63404734541913
N Leavitt ST,1,,41.87423553199044,-87.63274082993095
N Leavitt St,20,,41.880525848980994,-87.63311900068663
N Leavitt st,1,,41.88275398101181,-87.63170945228853
N Leclaire Ave,2,,41.8694670640062,-87.62412480315032
N Lenox Ave,1,,41.87381516649186,-87.63114466240802
N Leonard Ave,1,,41.88180887766444,-87.63315087685703
N Lightfoot Ave,1,,41.869231713122936,-87.63232157905975
N Lincoln Ave,55,LINCOLN,41.94385597165389,-87.66569031205402
N Lincoln Park WEST,1,LINCOLN,41.93839658297335,-87.66587935692725
N Lincoln Park West,12,LINCOLN,41.92894684277919,-87.67015832271795
N Lincoln ave,3,LINCOLN,41.93998579596727,-87.67649754204893
N Lincoln park west,1,LINCOLN,41.93052405552179,-87.67299861783069
N Linden pl,1,,41.876740378551894,-87.62019262518116
N Linder Ave,6,,41.86945005093368,-87.62942598011239
N Lister Ave,2,,41.87168729364025,-87.62038646909181
N Lockwood Ave,3,,41.870366070094555,-87.63172797995277
N Long Ave,3,,41.88285769969669,-87.62570891143946
N Lorel AVE,1,,41.87655457273788,-87.63286951664095
N Lorel ave,1,,41.87605224757106,-87.63451447473683
N Lotus Ave,2,,41.87220665877414,-87.63013920604882
N Lotus ave,1,,41.873470675121354,-87.63405076670206
N Lowell Ave,3,,41.8812351212695,-87.620429253366
N Lower Lake Shore Dr,1,,41.88017274401119,-87.6382604106587
N Lower Michigan Ave,1,MICHIGAN,41.888153672277085,-87.61506853558309
N Luna ave,2,,41.87404581580615,-87.63795866027836
N MAC CHESNEY CT,1,,41.88008089174301,-87.6273270244342
N MAGNET AV,12,,41.881070096402375,-87.63445195944286
N MAGNET AVE,174,,41.86840221368429,-87.62049969261092
N MAGNOLIA   AV,1,,41.87311786091382,-87.62627947423896
N MAGNOLIA AV,505,,41.882232597397575,-87.62759985165842
N MAGNOLIA AVE,5930,,41.87435814788428,-87.63437807492473
N MAJOR AV,287,,41.88005336565406,-87.62247808732776
N MAJOR AVE,3595,,41.88703467457847,-87.63768188391192
N MALDEN ST,2422,,41.87119657225196,-87.62090527482434
N MANDELL AVE,6,,41.8828307045667,-87.62214012350341
N MANGO AV,243,,41.87215265268271,-87.62804828257781
N MANGO AVE,3361,,41.88212279188835,-87.62619776229107
N MANILA AVE,41,,41.87626303381734,-87.63949210216617
N MANKATO AV,10,,41.87975852113609,-87.63473796921642
N MANKATO AVE,69,,41.87710508492286,-87.62064837969832
N MANNHEIM RD,48,,41.87608070635285,-87.62300396786671
N MANOR AV,14,,41.87187081211499,-87.6263507900395
N MANOR AVE,198,,41.88764013908878,-87.63776213798255
N MANTON AV,12,,41.86826639884455,-87.63112834414736
N MANTON AVE,234,,41.86995250966103,-87.62483231300648
N MAPLEWOOD AV,698,,41.886390973276974,-87.63111958054583
N MAPLEWOOD AVE,6345,,41.873274232843116,-87.63111193361988
N MARCEY ST,364,,41.882568956357005,-87.6396189167684
N MARIA CT,49,,41.8798890797897,-87.62753416630225
N MARINE DR,6222,,41.880853764937925,-87.63495955840038
N MARION CT,200,,41.882381054467565,-87.63797217027337
N MARKHAM AV,5,,41.87208540672934,-87.62225059906692
N MARKHAM AVE,89,,41.88287446301454,-87.63952508891978
N MARMORA AV,307,,41.8730675252074,-87.63551187034014
N MARMORA AVE,3731,,41.873516126560745,-87.63484880459441
N MARSHFIELD AV,422,,41.86935052591486,-87.63062118966806
N MARSHFIELD AVE,4666,,41.882754669495725,-87.62766536550565
N MASON AV,684,,41.88155743337197,-87.63817701642928
N MASON AVE,9217,,41.88712981420354,-87.62303016332314
N MASSASOIT AV,245,,41.884201806369916,-87.62334032389917
N MASSASOIT AVE,3085,,41.88675421016266,-87.62891492067773
N MAUD AV,11,,41.872105640357354,-87.62746432784296
N MAUD AVE,240,,41.88295762987336,-87.62504165213292
N MAY ST,1410,,41.87852898048334,-87.63843082561333
N MAYFIELD  AVE,1,,41.875522258768605,-87.62138466783074
N MAYFIELD AV,661,,41.87978897819515,-87.62903336113489
N MAYFIELD AVE,7268,,41.87347707028765,-87.63243102160168
N MC ALPIN AV,3,,41.886006921783064,-87.62647073904947
N MC ALPIN AVE,74,,41.88384774053505,-87.63071309153865
N MC CLELLAN AVE,13,,41.88070494438912,-87.63483232782514
N MC CLURG CT,1578,,41.88220921660567,-87.63124797332594
N MC COOK AVE,14,,41.8769509102963,-87.62681355350847
N MC CORMICK RD,558,,41.886825612429384,-87.63851987306784
N MC CREA DR,22,,41.884594864746944,-87.63395233779175
N MC CUTCHEON TER,17,,41.876978389090134,-87.63936173342451
N MC CUTCHEON TR,1,,41.87412092155669,-87.6297473751474
